user_id,gender,is_member
116481997,1,1
11257305,0,1
72775671,0,1
139780128,1,1
6443596,0,1
42248597,0,1
75167088,0,1
133665536,1,1
93774837,0,1
112142417,1,1
105603256,1,1
133849127,1,1
95126179,0,1
120613535,1,1
126690366,1,1
108149624,0,1
97045271,0,1
10480848,0,1
127599272,1,1
108797805,0,1
97409607,0,1
30701881,0,1
55053280,0,1
103600156,1,1
57618932,0,1
129076681,1,1
110058496,1,1
123216227,1,1
81756097,0,1
54554843,0,1
8452470,0,1
19047603,0,1
34215574,0,1
126094939,1,1
14621752,0,1
20180785,0,1
21743048,0,1
130688646,1,1
117903708,1,1
9784313,0,1
91284462,0,1
5137598,0,1
62826060,0,1
109522308,1,1
141906479,1,1
129558614,1,1
117262198,1,1
35699755,0,1
7766678,0,1
45101614,0,1
90984412,0,1
6274948,0,1
86929922,0,1
80955364,0,1
82271547,0,1
37652869,0,1
11879849,0,1
114083355,1,1
43288343,0,1
20912759,0,1
74218761,0,1
51013339,0,1
83687317,0,1
112676402,0,1
68358561,0,1
25477392,0,1
137213849,1,1
3512329,0,1
108371838,1,1
13943503,0,1
2097413,0,1
5028667,0,1
117659423,1,1
90690816,0,1
139479952,1,1
80960440,0,1
87677681,0,1
104226556,0,1
112549071,1,1
8406569,0,1
32303347,0,1
50343169,0,1
56410564,0,1
96778762,0,1
43300693,0,1
25535039,0,1
84916776,0,1
47710892,0,1
2283337,0,1
102727427,0,1
14946743,0,1
95339766,0,1
135861598,1,1
8439431,0,1
20543670,0,1
39841304,0,1
139061840,1,1
93687523,0,1
57233563,0,1
107882320,1,1
115557934,1,1
98712364,1,1
130638372,1,1
54172442,0,1
87751423,0,1
63394949,0,1
135846989,1,1
26604313,0,1
96356617,0,1
34757104,0,1
57628198,0,1
127311111,1,1
92796025,0,1
16061238,0,1
69697214,0,1
106998000,0,1
135321413,1,1
102557821,0,1
18997016,0,1
59705015,0,1
17336370,0,1
135377046,1,1
28235535,0,1
136425962,1,1
100067745,1,1
44663398,0,1
111961699,1,1
129073019,1,1
33596774,0,1
110017091,0,1
18642757,0,1
94287521,0,1
42024448,0,1
101435898,1,1
123226008,1,1
138008976,1,1
119622861,1,1
121952115,1,1
53245132,0,1
76253881,0,1
16905986,0,1
64847438,0,1
60457466,0,1
116878499,1,1
97693604,0,1
48619165,0,1
59178238,0,1
96786739,0,1
16933430,0,1
118539630,1,1
126505815,1,1
132966536,1,1
12796196,0,1
54725247,0,1
41993155,0,1
9268980,0,1
96889712,0,1
49026431,0,1
46375902,0,1
6643814,0,1
43468469,0,1
107318300,1,1
80112220,0,1
97479577,1,1
138061024,1,1
29245673,0,1
95706559,0,1
89727305,0,1
117888464,1,1
101682609,1,1
76940638,0,1
31050275,0,1
107868172,1,1
103891828,1,1
78529474,0,1
120347417,1,1
141823298,1,1
72375246,0,1
111518720,1,1
60408225,0,1
8973625,0,1
82833924,0,1
81584249,0,1
52256064,0,1
129903163,1,1
83919959,0,1
97327115,0,1
56560718,0,1
66079671,0,1
29853992,0,1
132718416,1,1
28806122,0,1
78877674,0,1
12252570,0,1
139795059,1,1
34105528,0,1
21161768,0,1
37970818,0,1
98567826,1,1
3987745,0,1
72148706,0,1
53797092,0,1
110522016,1,1
84307337,0,1
76212088,0,1
131930045,1,1
77055538,0,1
25815621,0,1
28204658,0,1
96317471,0,1
22425841,0,1
138590516,1,1
21131024,0,1
114390324,1,1
78206223,0,1
6500341,0,1
58585610,0,1
78526913,0,1
50597161,0,1
137545874,1,1
16788720,0,1
127668936,1,1
31052402,0,1
39497489,0,1
137996255,1,1
94126018,0,1
59622953,0,1
100870297,1,1
125935855,1,1
127437540,1,1
48722344,0,1
33463484,0,1
27626311,0,1
56002069,0,1
112649389,1,1
119681430,1,1
128081640,1,1
121933909,1,1
4644312,0,1
114598114,0,1
48962145,0,1
47060411,0,1
127935117,1,1
21233965,0,1
23357120,0,1
9328686,0,1
61948623,0,1
133125036,1,1
5240052,0,1
126970629,1,1
24105656,0,1
129332364,1,1
126025982,1,1
96337789,0,1
49068752,0,1
31298818,0,1
35306096,0,1
4716732,0,1
18288442,0,1
57921246,0,1
112037904,1,1
14210118,0,1
83666727,0,1
34477360,0,1
126862652,1,1
54299599,0,1
70542990,0,1
30740491,0,1
16895773,0,1
41818010,0,1
88679022,0,1
32099605,0,1
113693068,1,1
14947982,0,1
12202456,0,1
122151307,1,1
19338929,0,1
103781365,1,1
61228049,0,1
40831109,0,1
2112922,0,1
97384092,1,1
49784280,0,1
57593115,0,1
25509021,0,1
62925833,0,1
60615660,0,1
123394263,1,1
65488357,0,1
65519398,0,1
56528086,0,1
30868346,0,1
90934700,0,1
70656441,0,1
88503688,0,1
31922219,0,1
96789054,0,1
13311291,0,1
31269707,0,1
116746068,1,1
60419145,0,1
29716977,0,1
111058819,1,1
83679249,0,1
18950879,0,1
121000755,1,1
79359253,0,1
100341858,0,1
40798219,0,1
25776026,0,1
115218563,1,1
110976685,1,1
87409081,0,1
16946764,0,1
132061340,1,1
48292690,0,1
106397319,1,1
59076389,0,1
5307517,0,1
20799662,0,1
80052488,0,1
131308801,1,1
40174741,0,1
75287920,0,1
104143619,1,1
67684356,0,1
89083541,0,1
6018416,0,1
25750592,0,1
84441355,0,1
8702919,0,1
97457481,1,1
97173907,0,1
83328872,0,1
30226785,0,1
109856177,1,1
15244919,0,1
64076866,0,1
70212546,0,1
93059253,0,1
9900390,0,1
73746330,0,1
118522478,1,1
116307746,1,1
49007854,0,1
77661755,0,1
790713,0,1
16676403,0,1
114341373,1,1
75632937,0,1
100001878,1,1
138737144,1,1
86901628,0,1
16354041,0,1
97146302,0,1
12892503,0,1
41261027,0,1
132590261,1,1
82705001,0,1
3328558,0,1
82649107,0,1
105181025,0,1
101791582,0,1
120088923,1,1
43052420,0,1
5938241,0,1
79788089,0,1
26573714,0,1
76558003,0,1
45897708,0,1
85053285,0,1
83797489,0,1
43979611,0,1
52072237,0,1
126498373,1,1
51771947,0,1
121797288,1,1
55369150,0,1
70046644,0,1
112131404,0,1
69459679,0,1
47874120,0,1
108378461,1,1
53308425,0,1
140627651,1,1
108957791,0,1
109597718,1,1
50728797,0,1
103447009,1,1
104191148,0,1
90251602,0,1
29819397,0,1
141290489,1,1
35126807,0,1
95302160,0,1
124836406,1,1
32044541,0,1
73245647,0,1
22182160,0,1
46468680,0,1
23483451,0,1
5159022,0,1
108527493,1,1
10265423,0,1
81542604,0,1
135099670,1,1
11731068,0,1
19589004,0,1
45208426,0,1
55192254,0,1
123066341,1,1
213655,0,1
132347980,1,1
46037072,0,1
114785776,0,1
132229788,1,1
71105413,0,1
501286,0,1
48885147,0,1
106021995,1,1
85169785,0,1
52610344,0,1
71671024,0,1
17328648,0,1
103728744,1,1
75180624,0,1
93080101,0,1
8909639,0,1
1834928,0,1
81470571,0,1
83108816,0,1
140869856,1,1
17079837,0,1
97512117,1,1
40014282,0,1
25751195,0,1
68592058,0,1
91222505,0,1
85947802,0,1
46231195,0,1
124882030,1,1
34194469,0,1
104732482,0,1
19853816,0,1
39017588,0,1
84406897,0,1
63959682,0,1
18183738,0,1
7030262,0,1
80795824,0,1
62603897,0,1
90652803,0,1
114115113,1,1
134438519,1,1
88637394,0,1
57843315,0,1
97701698,0,1
112938311,1,1
2120923,0,1
117835170,0,1
17175521,0,1
19640858,0,1
19581999,0,1
61162561,0,1
40282906,0,1
64614030,0,1
44683766,0,1
113305568,1,1
103636959,1,1
89918216,0,1
19984096,0,1
131281998,1,1
1525511,0,1
1485361,0,1
27235324,0,1
50343267,0,1
15834893,0,1
109056742,1,1
124382480,1,1
13178504,0,1
28352963,0,1
136613109,1,1
59247271,0,1
12998932,0,1
126205267,1,1
45642765,0,1
21790996,0,1
70664970,0,1
2745737,0,1
35087975,0,1
43349674,0,1
67865490,0,1
140372438,1,1
23316310,0,1
47136810,0,1
40081301,0,1
86900115,0,1
29511444,0,1
42089925,0,1
49646570,0,1
81220081,0,1
50323186,0,1
16921029,0,1
93639504,0,1
13088520,0,1
116223148,1,1
86800877,0,1
86107124,0,1
76740501,0,1
120594609,1,1
38538148,0,1
120839939,1,1
93867217,0,1
29420856,0,1
100024529,1,1
130011402,1,1
29197258,0,1
95448497,0,1
130201914,1,1
36932158,0,1
130000301,1,1
27964788,0,1
64699430,0,1
130765659,1,1
56376570,0,1
99512654,0,1
125459343,1,1
94616165,0,1
85081309,0,1
129082819,1,1
141323792,1,1
55219760,0,1
102418389,1,1
13327410,0,1
70237977,0,1
34997471,0,1
82295636,0,1
36808723,0,1
103274179,1,1
89391097,0,1
104321764,1,1
23130998,0,1
914729,0,1
60051601,0,1
27845176,0,1
814199,0,1
71721640,0,1
31994149,0,1
70873173,0,1
107997857,1,1
9829940,0,1
135157689,1,1
35324602,0,1
70730514,0,1
127712668,1,1
140423268,1,1
89183161,0,1
119957219,1,1
66145288,0,1
64743108,0,1
63351357,0,1
139892587,1,1
12628544,0,1
25896264,0,1
129308119,1,1
25831491,0,1
2256395,0,1
134352095,1,1
50242093,0,1
48304965,0,1
78074373,0,1
138324819,1,1
66440228,0,1
42479497,0,1
46840769,0,1
12636431,0,1
18793421,0,1
19353465,0,1
3567524,0,1
33054630,0,1
53933746,0,1
102033644,1,1
99393465,1,1
126328224,1,1
101361390,1,1
74534491,0,1
26857882,0,1
87234675,0,1
132048401,1,1
115590327,0,1
109226434,1,1
85164456,0,1
43855246,0,1
59167469,0,1
72777949,0,1
57105532,0,1
103582986,1,1
33356728,0,1
63339028,0,1
94308406,0,1
98607707,1,1
5187945,0,1
89813223,0,1
126940947,1,1
115304753,1,1
136347831,1,1
52448630,0,1
54771046,0,1
45133531,0,1
51473167,0,1
75892415,0,1
82532353,0,1
107604892,1,1
138301582,1,1
104411157,0,1
77258315,0,1
103610059,1,1
81542356,0,1
19340590,0,1
56790163,0,1
16017921,0,1
24658436,0,1
95247029,0,1
115374204,1,1
111820958,0,1
11431275,0,1
90980691,0,1
26768217,0,1
122231018,1,1
97126088,0,1
2695854,0,1
52589143,0,1
82384961,0,1
59688022,0,1
48505064,0,1
106025785,1,1
32684812,0,1
74926183,0,1
116601750,1,1
32432926,0,1
44976866,0,1
24029586,0,1
102168278,1,1
48425797,0,1
57685274,0,1
35758737,0,1
99027668,0,1
112628188,0,1
43858783,0,1
27612624,0,1
131719920,1,1
131743040,1,1
117419378,1,1
120609448,1,1
139199517,1,1
77868658,0,1
13658397,0,1
90539396,0,1
21984163,0,1
18318788,0,1
126024699,1,1
5586064,0,1
96583102,0,1
115275150,1,1
48420009,0,1
113367173,1,1
11142295,0,1
79266183,0,1
29601369,0,1
135565094,1,1
116763688,1,1
38659327,0,1
68259655,0,1
28104706,0,1
43953561,0,1
26908458,0,1
95847735,0,1
136514003,1,1
117554302,0,1
28116055,0,1
80808868,0,1
43857558,0,1
131932310,1,1
59894542,0,1
28962754,0,1
30817416,0,1
102049484,0,1
26228110,0,1
2183798,0,1
46830856,0,1
38673719,0,1
31850208,0,1
87413989,0,1
77032998,0,1
85497599,0,1
62393322,0,1
74163297,0,1
65995748,0,1
123751545,1,1
140777465,1,1
138266735,1,1
44224665,0,1
137690090,1,1
17374737,0,1
90033831,0,1
10765825,0,1
16112876,0,1
87401754,0,1
108382766,1,1
45660059,0,1
130461388,1,1
22424853,0,1
111213707,0,1
134866422,1,1
16918270,0,1
23757860,0,1
21397909,0,1
5255076,0,1
138118243,1,1
97778243,1,1
41286340,0,1
102629009,1,1
40348089,0,1
39619583,0,1
92010623,0,1
81964751,0,1
99199943,1,1
59567091,0,1
73851874,0,1
70138205,0,1
18009500,0,1
2364046,0,1
129157768,1,1
73407945,0,1
118779051,1,1
114726208,1,1
15381495,0,1
69050200,0,1
135934881,1,1
20288940,0,1
11361547,0,1
128090856,1,1
34611680,0,1
10849427,0,1
38269947,0,1
83925215,0,1
30080377,0,1
81143356,0,1
3671315,0,1
114493153,0,1
49362840,0,1
90378059,0,1
126596574,1,1
131903746,1,1
56373208,0,1
85336332,0,1
29855200,0,1
34426955,0,1
103606020,1,1
10678033,0,1
6516360,0,1
89726077,0,1
93207382,0,1
81541985,0,1
130576689,1,1
15482392,0,1
59419662,0,1
97891315,1,1
31433604,0,1
60386008,0,1
60535085,0,1
21193363,0,1
118495978,1,1
72371406,0,1
139458443,1,1
115338753,1,1
46010609,0,1
117873394,1,1
17114423,0,1
74875775,0,1
62305709,0,1
60643405,0,1
105006722,0,1
96495511,0,1
20487789,0,1
9375305,0,1
122269318,1,1
122383497,1,1
24313362,0,1
44725106,0,1
132058405,1,1
22310799,0,1
87868887,0,1
140563378,1,1
110437894,0,1
74226240,0,1
83437514,0,1
112673625,1,1
30516756,0,1
114653102,1,1
42208524,0,1
60802539,0,1
134319759,1,1
70241210,0,1
15241291,0,1
31943943,0,1
107269703,0,1
46405869,0,1
57577068,0,1
72890914,0,1
31449327,0,1
45360868,0,1
60729896,0,1
122372539,1,1
12118297,0,1
50443823,0,1
102690418,1,1
100112744,0,1
120193112,1,1
23049176,0,1
39413973,0,1
59737169,0,1
91729153,0,1
56063372,0,1
20347929,0,1
100674178,1,1
65682840,0,1
33674599,0,1
13861417,0,1
19208481,0,1
131271151,1,1
110561108,1,1
100121842,0,1
116383415,0,1
107287661,1,1
28734621,0,1
132379480,1,1
62786039,0,1
595598,0,1
31816906,0,1
25945368,0,1
110532180,1,1
119949716,1,1
38968501,0,1
6776778,0,1
74335554,0,1
49007972,0,1
74285031,0,1
134060411,1,1
54388253,0,1
136870062,1,1
76602764,0,1
28930771,0,1
135846824,1,1
95839581,0,1
42864059,0,1
62944220,0,1
36713639,0,1
103802946,0,1
120378933,1,1
83425764,0,1
37409400,0,1
108051466,1,1
101532356,0,1
131596907,1,1
99059817,1,1
60479111,0,1
111073682,1,1
118065338,1,1
46428221,0,1
38019351,0,1
133003311,1,1
77150532,0,1
60660094,0,1
102929664,1,1
116049086,1,1
86756157,0,1
19335772,0,1
43729347,0,1
100042340,1,1
69654504,0,1
13555997,0,1
15600560,0,1
137175187,1,1
103980016,0,1
3569918,0,1
120346962,1,1
123542262,1,1
10990641,0,1
128699245,1,1
128867621,1,1
126323626,1,1
101461439,1,1
115923281,1,1
65013453,0,1
11459905,0,1
112976136,1,1
26184779,0,1
135556729,1,1
55832398,0,1
126808944,1,1
65886056,0,1
129878874,1,1
95992025,0,1
12214179,0,1
13824734,0,1
117643320,1,1
82479585,0,1
134072973,1,1
135539714,1,1
75439923,0,1
123620434,1,1
25549508,0,1
23873275,0,1
24381914,0,1
8913893,0,1
83346211,0,1
121782132,1,1
123006863,1,1
75022392,0,1
65285764,0,1
70486234,0,1
2077849,0,1
2845412,0,1
78445846,0,1
20472131,0,1
9138659,0,1
21983803,0,1
10211498,0,1
47038183,0,1
74920230,0,1
91713527,0,1
78566320,0,1
96636051,0,1
2139347,0,1
31185970,0,1
83173056,0,1
79384326,0,1
100234220,1,1
113619626,0,1
131424381,1,1
45966877,0,1
97291358,0,1
65479688,0,1
138524216,1,1
129516472,1,1
142073213,1,1
26337733,0,1
55530513,0,1
80264762,0,1
59564210,0,1
35338207,0,1
33448326,0,1
93232888,0,1
142181816,1,1
56096607,0,1
107391538,0,1
128675125,1,1
5838287,0,1
103318450,1,1
88930,0,1
102057111,0,1
124866567,1,1
129141421,1,1
61628772,0,1
122721008,1,1
129811530,1,1
10825402,0,1
85822276,0,1
139423598,1,1
72605828,0,1
102996286,1,1
120159915,1,1
20257132,0,1
4053567,0,1
56045820,0,1
33005419,0,1
116162717,0,1
56845243,0,1
69410546,0,1
53235769,0,1
23613746,0,1
104815377,0,1
34393089,0,1
42653201,0,1
125186578,1,1
81732161,0,1
5358079,0,1
64484514,0,1
126406308,1,1
64310783,0,1
71290254,0,1
63705984,0,1
109944963,1,1
98171033,1,1
124016530,1,1
5485673,0,1
134377639,1,1
58902373,0,1
102011432,1,1
134512473,1,1
109421576,1,1
39430343,0,1
53181731,0,1
19447970,0,1
3508821,0,1
74335212,0,1
54707710,0,1
53253442,0,1
64326708,0,1
6723204,0,1
107209058,1,1
7089989,0,1
142144275,1,1
73136910,0,1
42447641,0,1
73676533,0,1
106926411,1,1
10319860,0,1
35619826,0,1
111041160,0,1
88614983,0,1
4140926,0,1
47272457,0,1
9056309,0,1
127524049,1,1
71237773,0,1
83423107,0,1
134225812,1,1
65143114,0,1
96610296,0,1
77212709,0,1
14866979,0,1
2493818,0,1
90937322,0,1
115239516,1,1
56377036,0,1
124799559,1,1
21375743,0,1
77757645,0,1
48851432,0,1
74507077,0,1
89384841,0,1
74561683,0,1
135408101,1,1
80699349,0,1
40167124,0,1
137333703,1,1
119675939,1,1
89888891,0,1
85837173,0,1
27820493,0,1
104200605,1,1
139774311,1,1
11141921,0,1
72515822,0,1
62126989,0,1
91557809,0,1
124070707,1,1
84892889,0,1
106896403,1,1
81157363,0,1
67028419,0,1
120930204,1,1
119337753,1,1
59781337,0,1
4364079,0,1
7799018,0,1
11294250,0,1
5698511,0,1
30074000,0,1
3375066,0,1
73197087,0,1
13056340,0,1
33956784,0,1
109382445,0,1
90720609,0,1
98047837,1,1
123257150,1,1
8119848,0,1
116166066,1,1
79492036,0,1
104569658,1,1
96720314,0,1
117111233,1,1
98435498,1,1
16330947,0,1
79383980,0,1
132729970,1,1
13818219,0,1
67893893,0,1
139986994,1,1
121886720,1,1
60497165,0,1
51059755,0,1
37711820,0,1
103486499,1,1
103962421,1,1
83699036,0,1
13887814,0,1
136496700,1,1
84072731,0,1
65300962,0,1
99851929,1,1
134120527,1,1
130567891,1,1
27842036,0,1
45069561,0,1
90710232,0,1
111901362,0,1
94696104,0,1
28751106,0,1
82414453,0,1
3233000,0,1
60815533,0,1
102434210,0,1
122462305,1,1
32738038,0,1
1897583,0,1
5875750,0,1
134658,0,1
140452690,1,1
23326854,0,1
113990647,0,1
55136020,0,1
114934780,0,1
90642791,0,1
30072819,0,1
139654010,1,1
25952339,0,1
13166978,0,1
4137745,0,1
103592049,0,1
127917062,1,1
47257431,0,1
92843559,0,1
40226923,0,1
85296442,0,1
139462332,1,1
34064404,0,1
49598175,0,1
97839610,0,1
78574430,0,1
57810665,0,1
28791007,0,1
67898761,0,1
30838173,0,1
13079368,0,1
26194174,0,1
90798792,0,1
25990178,0,1
26916485,0,1
7610653,0,1
83584379,0,1
116324656,1,1
71452131,0,1
120942715,1,1
65704391,0,1
127429787,1,1
94148058,0,1
7055673,0,1
30360670,0,1
41786809,0,1
92651729,0,1
38846318,0,1
119725932,1,1
83960181,0,1
23118960,0,1
47924940,0,1
28564144,0,1
92954093,0,1
106175697,1,1
113905943,0,1
139263046,1,1
140863269,1,1
131472598,1,1
37338448,0,1
78692954,0,1
43761964,0,1
123136413,1,1
47942346,0,1
46661935,0,1
80673818,0,1
59241675,0,1
19015156,0,1
81608134,0,1
29351255,0,1
55576078,0,1
51602649,0,1
140780237,1,1
125411948,1,1
66976532,0,1
45180723,0,1
19010396,0,1
127946843,1,1
111842678,1,1
124210329,1,1
138856127,1,1
116511286,1,1
92812860,0,1
125879991,1,1
14705382,0,1
137675507,1,1
17552766,0,1
85295844,0,1
819192,0,1
77020117,0,1
45714300,0,1
93998185,0,1
86523709,0,1
103929468,0,1
44381467,0,1
49296993,0,1
69613205,0,1
59783248,0,1
115368454,1,1
119625026,1,1
7366396,0,1
23384426,0,1
7761295,0,1
68983870,0,1
1105998,0,1
118168018,1,1
141116266,1,1
97156558,1,1
25475467,0,1
130134707,1,1
121773253,1,1
109097995,1,1
27565397,0,1
133088851,1,1
34553782,0,1
62740391,0,1
132321221,1,1
47109924,0,1
37447725,0,1
1805740,0,1
70222678,0,1
118461733,0,1
48677702,0,1
20302058,0,1
98578505,1,1
54330697,0,1
82320644,0,1
16810079,0,1
105288851,1,1
63729308,0,1
110297710,0,1
75712090,0,1
119157607,1,1
11035036,0,1
127701396,1,1
23516965,0,1
37271419,0,1
38294231,0,1
134499562,1,1
25800692,0,1
37234220,0,1
6722083,0,1
57115045,0,1
44908934,0,1
69439796,0,1
138749285,1,1
125368789,1,1
44492877,0,1
102036949,0,1
36560243,0,1
41233588,0,1
77237799,0,1
7175674,0,1
87804477,0,1
93232203,0,1
35722058,0,1
44817147,0,1
118289685,1,1
6064746,0,1
93784494,0,1
38699008,0,1
71514585,0,1
24189643,0,1
120698813,1,1
97951451,1,1
116114060,0,1
55305887,0,1
32510862,0,1
95989506,0,1
11208268,0,1
109687773,1,1
28967361,0,1
7554598,0,1
62007671,0,1
32903403,0,1
36724667,0,1
83929585,0,1
124259296,1,1
99103824,1,1
71406451,0,1
94710567,0,1
11083802,0,1
20516700,0,1
104468262,0,1
82335494,0,1
29661255,0,1
128514431,1,1
35941637,0,1
92928708,0,1
75844368,0,1
15171548,0,1
16409419,0,1
114995751,0,1
104937626,1,1
63929694,0,1
33388747,0,1
24752182,0,1
6442389,0,1
74856244,0,1
11066851,0,1
132469710,1,1
1182380,0,1
142171065,1,1
2502524,0,1
20123340,0,1
94943213,0,1
131021395,1,1
22560823,0,1
73031965,0,1
48445034,0,1
57450756,0,1
97944240,1,1
116888859,1,1
38782215,0,1
107815602,0,1
18218608,0,1
124168749,1,1
123631012,1,1
93509038,0,1
117044327,1,1
51435164,0,1
4174826,0,1
100539,0,1
21818576,0,1
58134314,0,1
130242045,1,1
43621565,0,1
116778753,1,1
119765398,1,1
72990071,0,1
1335738,0,1
7129140,0,1
139104982,1,1
102550958,1,1
95067968,0,1
97661157,1,1
65578659,0,1
84914445,0,1
7788241,0,1
88340891,0,1
105870926,0,1
43931030,0,1
115338197,1,1
62364748,0,1
117260033,1,1
133946364,1,1
82857884,0,1
121970896,1,1
92706593,0,1
4979200,0,1
69152893,0,1
72611369,0,1
42676532,0,1
61328324,0,1
75209170,0,1
52891027,0,1
122443173,1,1
133425852,1,1
126270267,1,1
44446177,0,1
140351939,1,1
39159742,0,1
89991765,0,1
21625075,0,1
19723169,0,1
77128465,0,1
89353720,0,1
125220499,1,1
35254146,0,1
70664874,0,1
39395202,0,1
125444720,1,1
125313573,1,1
11917811,0,1
71964200,0,1
92973030,0,1
63398160,0,1
128213972,1,1
54204970,0,1
608951,0,1
14515063,0,1
95055106,0,1
45926523,0,1
4790160,0,1
46241573,0,1
56830095,0,1
28160359,0,1
22153508,0,1
134948525,1,1
11650719,0,1
59921221,0,1
123867870,1,1
94781428,0,1
114734197,0,1
2302002,0,1
56296919,0,1
31943268,0,1
29072139,0,1
52622361,0,1
127130413,1,1
81729056,0,1
95996140,0,1
67166709,0,1
53708814,0,1
46312993,0,1
64585415,0,1
59057185,0,1
103174200,0,1
21044561,0,1
113251,0,1
37456519,0,1
127660246,1,1
88105291,0,1
90144052,0,1
42111305,0,1
40734813,0,1
22470460,0,1
96818946,0,1
109493411,1,1
111835944,0,1
56444539,0,1
112632735,1,1
107130996,0,1
7012275,0,1
81814142,0,1
61219560,0,1
58784511,0,1
70828129,0,1
106320112,1,1
98133460,0,1
60431657,0,1
49003690,0,1
50478366,0,1
107954360,1,1
126192461,1,1
67085594,0,1
30071480,0,1
103421620,0,1
141083736,1,1
27601431,0,1
66331755,0,1
44247352,0,1
81874936,0,1
110762953,1,1
132617033,1,1
60330578,0,1
99891846,1,1
47063673,0,1
3927253,0,1
85745014,0,1
63475455,0,1
76228001,0,1
5287432,0,1
117336781,1,1
136018515,1,1
103038630,0,1
28969349,0,1
77813021,0,1
98430692,0,1
24718279,0,1
55441310,0,1
61570016,0,1
17152310,0,1
44961770,0,1
118774009,0,1
32812781,0,1
