user_id,gender,is_member,region,income,age
115164360,1,1,3,1,4
101260672,1,1,3,3,4
53281938,0,1,3,4,0
122301567,1,1,3,1,2
93349361,0,1,1,3,4
87056353,0,1,1,4,1
43624984,0,1,2,0,4
8509077,0,1,2,3,5
20497713,0,1,1,3,0
25414648,0,1,3,3,4
101781721,1,1,0,3,4
88007634,0,1,0,3,1
12683992,0,1,3,0,2
68342657,0,1,3,3,2
49848032,0,1,1,2,3
10020755,0,1,3,0,4
128268006,1,1,4,4,4
131303989,1,1,3,4,2
22410346,0,1,4,2,5
108903107,1,1,1,0,2
139698902,1,1,2,1,2
114926003,0,1,1,2,3
27636346,0,1,3,0,1
53831524,0,1,4,1,4
7843229,0,1,4,4,2
76014275,0,1,3,2,5
133866163,1,1,2,1,1
107109917,1,1,1,3,2
78794958,0,1,1,0,1
69807585,0,1,1,1,1
62334433,0,1,3,1,2
36005648,0,1,2,3,0
98245656,1,1,2,2,2
51233471,0,1,0,4,4
101256206,0,1,5,3,2
55766107,0,1,4,1,3
1534718,0,1,0,2,5
133788184,1,1,1,3,3
97824991,1,1,0,0,4
59131217,0,1,2,1,5
34166947,0,1,2,1,4
119092054,1,1,1,4,4
130594670,1,1,3,1,1
90262162,0,1,0,0,4
100090063,0,1,3,3,2
91675566,0,1,3,1,0
41798966,0,1,4,3,0
50071113,0,1,5,0,1
62118780,0,1,2,1,5
4102766,0,1,0,0,2
83988501,0,1,1,3,5
98798352,1,1,2,1,4
68563462,0,1,4,0,2
74645093,0,1,4,2,4
132057506,1,1,4,0,2
92004075,0,1,4,3,1
100109755,1,1,3,0,3
3166978,0,1,2,0,3
84414222,0,1,2,0,3
67658666,0,1,4,0,4
81933823,0,1,1,4,5
38219792,0,1,4,1,5
68161467,0,1,3,3,3
23688052,0,1,2,2,1
42340446,0,1,5,3,3
94795739,0,1,4,2,2
105548494,0,1,4,1,2
115867129,0,1,2,2,2
112539954,1,1,2,3,5
32695127,0,1,4,1,2
68428732,0,1,0,0,1
24288984,0,1,0,0,1
45433328,0,1,5,4,1
15494311,0,1,3,1,3
108472858,1,1,2,4,3
128992470,1,1,2,0,2
72214388,0,1,4,3,1
97933481,1,1,3,2,5
95272651,0,1,1,4,5
18820857,0,1,3,2,4
50145534,0,1,3,1,4
13396413,0,1,3,1,4
27068656,0,1,3,1,4
23218973,0,1,1,2,2
124790821,1,1,2,1,2
113230398,1,1,4,2,1
20656785,0,1,1,1,0
23367131,0,1,0,2,1
75371091,0,1,5,3,2
9862954,0,1,1,2,3
137284530,1,1,0,3,3
112417191,1,1,4,2,2
117112100,1,1,1,2,3
83988987,0,1,3,4,4
74012467,0,1,4,3,4
101449182,1,1,3,4,1
21883663,0,1,0,0,0
54658244,0,1,0,1,0
137625581,1,1,0,3,3
133888509,1,1,0,1,1
95386873,0,1,4,1,4
70617695,0,1,4,1,2
80977557,0,1,2,1,1
20849275,0,1,4,2,3
18544913,0,1,2,1,1
89931597,0,1,3,0,2
74927354,0,1,1,0,0
109823995,1,1,4,1,1
69303906,0,1,4,1,4
16777748,0,1,4,0,2
40781736,0,1,2,2,3
125067299,1,1,4,3,5
112284483,0,1,3,0,3
35773124,0,1,1,2,0
135068151,1,1,3,4,2
140827248,1,1,5,2,1
91162737,0,1,3,0,2
83851924,0,1,3,0,1
50530013,0,1,4,4,0
122679643,1,1,4,0,3
122030046,1,1,0,4,0
120206620,1,1,3,0,3
37008188,0,1,1,1,2
59127123,0,1,0,4,1
70606713,0,1,2,1,3
8205078,0,1,1,2,2
116481997,1,1,4,1,4
11257305,0,1,0,0,2
72775671,0,1,1,3,1
139780128,1,1,0,3,2
6443596,0,1,4,2,3
42248597,0,1,2,1,4
75167088,0,1,4,1,5
133665536,1,1,5,1,4
93774837,0,1,1,2,3
112142417,1,1,3,2,4
105603256,1,1,4,2,5
133849127,1,1,2,3,1
95126179,0,1,5,2,3
120613535,1,1,3,3,2
126690366,1,1,4,4,2
108149624,0,1,5,3,3
97045271,0,1,4,3,3
10480848,0,1,3,1,0
127599272,1,1,5,4,4
108797805,0,1,5,1,4
97409607,0,1,3,3,2
30701881,0,1,3,3,4
55053280,0,1,1,4,0
103600156,1,1,3,3,4
57618932,0,1,1,3,4
129076681,1,1,1,2,0
110058496,1,1,4,1,1
123216227,1,1,2,2,2
81756097,0,1,4,3,3
54554843,0,1,5,2,1
8452470,0,1,3,1,1
19047603,0,1,2,0,3
34215574,0,1,1,2,4
126094939,1,1,5,1,3
14621752,0,1,1,4,4
20180785,0,1,2,2,2
21743048,0,1,1,3,1
130688646,1,1,2,3,2
117903708,1,1,2,0,3
9784313,0,1,5,3,4
91284462,0,1,5,2,3
5137598,0,1,3,0,3
62826060,0,1,0,4,2
109522308,1,1,1,4,2
141906479,1,1,2,1,3
129558614,1,1,1,4,3
117262198,1,1,3,4,2
35699755,0,1,0,1,4
7766678,0,1,5,4,4
45101614,0,1,1,4,4
90984412,0,1,0,0,0
6274948,0,1,0,3,1
86929922,0,1,2,3,4
80955364,0,1,4,3,1
82271547,0,1,2,1,4
37652869,0,1,4,3,3
11879849,0,1,3,2,3
114083355,1,1,1,4,3
43288343,0,1,3,2,3
20912759,0,1,3,1,4
74218761,0,1,3,4,2
51013339,0,1,1,3,2
83687317,0,1,1,3,0
112676402,0,1,1,1,0
68358561,0,1,4,2,0
25477392,0,1,3,4,3
137213849,1,1,4,2,3
3512329,0,1,4,4,2
108371838,1,1,1,3,4
13943503,0,1,1,2,4
2097413,0,1,2,3,3
5028667,0,1,3,0,5
117659423,1,1,2,4,5
90690816,0,1,2,4,5
139479952,1,1,3,2,3
80960440,0,1,2,2,1
87677681,0,1,3,0,4
104226556,0,1,2,2,1
112549071,1,1,5,0,5
8406569,0,1,3,1,3
32303347,0,1,2,3,3
50343169,0,1,4,3,2
56410564,0,1,1,2,1
96778762,0,1,4,4,3
43300693,0,1,1,2,2
25535039,0,1,4,2,1
84916776,0,1,4,3,5
47710892,0,1,1,3,4
2283337,0,1,2,3,1
102727427,0,1,1,3,2
14946743,0,1,0,3,4
95339766,0,1,1,3,5
135861598,1,1,3,3,4
8439431,0,1,3,3,5
20543670,0,1,3,2,4
39841304,0,1,2,4,4
139061840,1,1,1,4,4
93687523,0,1,3,2,1
57233563,0,1,4,4,1
107882320,1,1,2,0,5
115557934,1,1,3,1,2
98712364,1,1,2,1,3
130638372,1,1,3,3,4
54172442,0,1,2,0,3
87751423,0,1,4,4,1
63394949,0,1,3,1,0
135846989,1,1,4,1,2
26604313,0,1,3,3,1
96356617,0,1,4,4,2
34757104,0,1,3,3,4
57628198,0,1,4,1,1
127311111,1,1,1,1,3
92796025,0,1,4,2,1
16061238,0,1,0,2,4
69697214,0,1,2,1,2
106998000,0,1,4,4,2
135321413,1,1,2,2,4
102557821,0,1,1,1,3
18997016,0,1,3,0,2
59705015,0,1,0,4,2
17336370,0,1,2,3,4
135377046,1,1,2,1,4
28235535,0,1,0,1,2
136425962,1,1,5,3,1
100067745,1,1,3,4,2
44663398,0,1,1,2,4
111961699,1,1,1,0,4
129073019,1,1,4,1,0
33596774,0,1,2,1,5
110017091,0,1,4,4,3
18642757,0,1,2,2,2
94287521,0,1,0,3,4
42024448,0,1,1,0,5
101435898,1,1,0,3,1
123226008,1,1,1,1,1
138008976,1,1,1,1,1
119622861,1,1,4,1,4
121952115,1,1,1,2,1
53245132,0,1,1,1,4
76253881,0,1,2,2,1
16905986,0,1,0,1,3
64847438,0,1,4,1,0
60457466,0,1,1,4,2
116878499,1,1,4,1,4
97693604,0,1,3,3,1
48619165,0,1,1,0,3
59178238,0,1,1,2,2
96786739,0,1,1,4,4
16933430,0,1,0,2,1
118539630,1,1,2,3,2
126505815,1,1,4,3,1
132966536,1,1,0,2,0
12796196,0,1,2,0,3
54725247,0,1,3,0,1
41993155,0,1,5,4,1
9268980,0,1,1,1,5
96889712,0,1,1,3,1
49026431,0,1,2,3,5
46375902,0,1,4,2,2
6643814,0,1,2,2,4
43468469,0,1,0,1,4
107318300,1,1,1,2,4
80112220,0,1,0,2,4
97479577,1,1,2,1,1
138061024,1,1,0,2,2
29245673,0,1,4,3,1
95706559,0,1,2,2,3
89727305,0,1,2,3,2
117888464,1,1,0,2,0
101682609,1,1,3,2,0
76940638,0,1,3,4,1
31050275,0,1,4,1,2
107868172,1,1,2,4,1
103891828,1,1,2,4,4
78529474,0,1,0,2,4
120347417,1,1,3,2,0
141823298,1,1,3,2,3
72375246,0,1,1,1,4
111518720,1,1,1,3,3
60408225,0,1,4,2,1
8973625,0,1,3,3,1
82833924,0,1,2,1,1
81584249,0,1,2,2,5
52256064,0,1,2,0,0
129903163,1,1,2,0,1
83919959,0,1,4,1,3
97327115,0,1,1,1,2
56560718,0,1,4,1,2
66079671,0,1,5,0,1
29853992,0,1,4,2,2
132718416,1,1,3,3,3
28806122,0,1,1,3,4
78877674,0,1,2,3,2
12252570,0,1,5,1,3
139795059,1,1,4,1,1
34105528,0,1,4,3,0
21161768,0,1,3,3,5
37970818,0,1,3,4,3
98567826,1,1,4,2,0
3987745,0,1,3,1,1
72148706,0,1,4,2,1
53797092,0,1,4,0,3
110522016,1,1,3,1,5
84307337,0,1,3,0,1
76212088,0,1,2,3,2
131930045,1,1,3,1,3
77055538,0,1,1,3,5
25815621,0,1,1,4,1
28204658,0,1,5,2,4
96317471,0,1,1,2,4
22425841,0,1,4,1,1
138590516,1,1,3,1,1
21131024,0,1,2,1,0
114390324,1,1,0,2,5
78206223,0,1,5,0,2
6500341,0,1,5,4,4
58585610,0,1,5,4,3
78526913,0,1,0,2,0
50597161,0,1,4,3,3
137545874,1,1,2,4,1
16788720,0,1,3,0,4
127668936,1,1,3,1,3
31052402,0,1,4,1,2
39497489,0,1,3,4,3
137996255,1,1,2,2,4
94126018,0,1,3,1,4
59622953,0,1,1,3,5
100870297,1,1,2,3,5
125935855,1,1,0,4,2
127437540,1,1,2,2,2
48722344,0,1,1,3,2
33463484,0,1,4,4,1
27626311,0,1,4,3,2
56002069,0,1,3,3,0
112649389,1,1,2,2,3
119681430,1,1,1,0,1
128081640,1,1,0,1,2
121933909,1,1,1,2,2
4644312,0,1,4,3,5
114598114,0,1,0,3,1
48962145,0,1,5,4,3
47060411,0,1,3,2,1
127935117,1,1,3,1,2
21233965,0,1,0,3,2
23357120,0,1,0,2,4
9328686,0,1,1,1,1
61948623,0,1,4,0,4
133125036,1,1,1,2,3
5240052,0,1,3,1,0
126970629,1,1,4,1,4
24105656,0,1,1,2,0
129332364,1,1,1,2,3
126025982,1,1,2,0,3
96337789,0,1,3,0,4
49068752,0,1,5,1,4
31298818,0,1,3,2,1
35306096,0,1,3,3,3
4716732,0,1,0,2,4
18288442,0,1,3,1,3
57921246,0,1,4,1,2
112037904,1,1,4,3,5
14210118,0,1,1,1,2
83666727,0,1,2,2,3
34477360,0,1,5,4,2
126862652,1,1,1,3,1
54299599,0,1,2,4,4
70542990,0,1,2,3,4
30740491,0,1,2,4,2
16895773,0,1,2,1,2
41818010,0,1,4,3,5
88679022,0,1,2,1,2
32099605,0,1,5,0,0
113693068,1,1,4,0,2
14947982,0,1,3,3,5
12202456,0,1,4,3,5
122151307,1,1,1,1,3
19338929,0,1,1,3,0
103781365,1,1,2,3,0
61228049,0,1,3,1,1
40831109,0,1,2,0,1
2112922,0,1,4,1,4
97384092,1,1,0,3,4
49784280,0,1,0,1,1
57593115,0,1,2,1,0
25509021,0,1,4,3,2
62925833,0,1,1,1,2
60615660,0,1,4,2,4
123394263,1,1,2,1,1
65488357,0,1,0,1,3
65519398,0,1,4,4,1
56528086,0,1,4,2,3
30868346,0,1,1,4,3
90934700,0,1,1,1,0
70656441,0,1,2,3,2
88503688,0,1,4,3,0
31922219,0,1,2,1,2
96789054,0,1,2,4,3
13311291,0,1,2,2,3
31269707,0,1,5,4,2
116746068,1,1,4,1,2
60419145,0,1,2,4,5
29716977,0,1,0,4,4
111058819,1,1,0,0,2
83679249,0,1,5,2,4
18950879,0,1,3,4,1
121000755,1,1,3,2,0
79359253,0,1,4,4,0
100341858,0,1,5,3,4
40798219,0,1,1,4,5
25776026,0,1,2,3,3
115218563,1,1,3,1,3
110976685,1,1,2,3,2
87409081,0,1,0,0,2
16946764,0,1,4,3,1
132061340,1,1,2,1,3
48292690,0,1,1,2,2
106397319,1,1,2,2,1
59076389,0,1,0,0,0
5307517,0,1,4,1,3
20799662,0,1,1,3,0
80052488,0,1,3,0,3
131308801,1,1,5,3,3
40174741,0,1,5,2,3
75287920,0,1,4,2,2
104143619,1,1,0,4,5
67684356,0,1,4,4,3
89083541,0,1,4,1,3
6018416,0,1,2,4,2
25750592,0,1,4,3,4
84441355,0,1,3,2,2
8702919,0,1,2,4,1
97457481,1,1,3,2,3
97173907,0,1,1,1,4
83328872,0,1,3,4,2
30226785,0,1,5,3,5
109856177,1,1,3,3,0
15244919,0,1,0,3,3
64076866,0,1,3,4,2
70212546,0,1,3,3,3
93059253,0,1,4,2,4
9900390,0,1,3,2,3
73746330,0,1,0,1,2
118522478,1,1,4,2,0
116307746,1,1,4,2,0
49007854,0,1,4,1,2
77661755,0,1,1,4,5
790713,0,1,0,2,1
16676403,0,1,3,2,3
114341373,1,1,2,2,0
75632937,0,1,5,1,2
100001878,1,1,4,1,1
138737144,1,1,3,3,4
86901628,0,1,3,1,4
16354041,0,1,5,3,0
97146302,0,1,5,1,4
12892503,0,1,4,3,4
41261027,0,1,1,4,4
132590261,1,1,1,3,3
82705001,0,1,1,3,3
3328558,0,1,4,2,5
82649107,0,1,3,1,2
105181025,0,1,2,3,2
101791582,0,1,3,1,5
120088923,1,1,4,4,5
43052420,0,1,1,3,5
5938241,0,1,4,0,4
79788089,0,1,3,4,0
26573714,0,1,5,0,4
76558003,0,1,1,2,0
45897708,0,1,4,1,3
85053285,0,1,3,3,3
83797489,0,1,2,2,2
43979611,0,1,5,1,1
52072237,0,1,3,3,1
126498373,1,1,2,3,2
51771947,0,1,4,0,3
121797288,1,1,3,2,4
55369150,0,1,4,2,5
70046644,0,1,1,1,5
112131404,0,1,0,3,4
69459679,0,1,5,3,3
47874120,0,1,3,0,1
108378461,1,1,2,3,4
53308425,0,1,1,0,4
140627651,1,1,3,1,1
108957791,0,1,4,2,1
109597718,1,1,4,1,3
50728797,0,1,5,2,2
103447009,1,1,4,2,3
104191148,0,1,2,2,5
90251602,0,1,4,4,4
29819397,0,1,3,3,1
141290489,1,1,4,2,2
35126807,0,1,5,0,0
95302160,0,1,4,2,3
124836406,1,1,5,4,4
32044541,0,1,0,4,2
73245647,0,1,3,4,5
22182160,0,1,2,2,5
46468680,0,1,1,3,3
23483451,0,1,5,3,2
5159022,0,1,1,3,4
108527493,1,1,1,4,0
10265423,0,1,1,2,3
81542604,0,1,3,2,4
135099670,1,1,4,0,1
11731068,0,1,1,4,1
19589004,0,1,4,3,2
45208426,0,1,0,0,3
55192254,0,1,4,2,5
123066341,1,1,5,2,5
213655,0,1,1,4,3
132347980,1,1,4,4,3
46037072,0,1,5,1,5
114785776,0,1,1,2,3
132229788,1,1,4,3,2
71105413,0,1,2,2,2
501286,0,1,1,1,1
48885147,0,1,5,3,2
106021995,1,1,5,2,4
85169785,0,1,4,2,4
52610344,0,1,5,3,2
71671024,0,1,1,2,3
17328648,0,1,1,3,1
103728744,1,1,3,2,2
75180624,0,1,3,4,2
93080101,0,1,3,2,2
8909639,0,1,3,1,2
1834928,0,1,2,1,3
81470571,0,1,3,0,3
83108816,0,1,4,3,4
140869856,1,1,2,1,2
17079837,0,1,1,1,2
97512117,1,1,1,0,4
40014282,0,1,0,3,1
25751195,0,1,4,1,1
68592058,0,1,5,2,3
91222505,0,1,2,3,2
85947802,0,1,4,2,2
46231195,0,1,2,1,0
124882030,1,1,2,1,0
34194469,0,1,4,3,4
104732482,0,1,1,1,5
19853816,0,1,3,1,3
39017588,0,1,1,3,2
84406897,0,1,4,4,5
63959682,0,1,4,4,4
18183738,0,1,2,1,2
7030262,0,1,2,2,2
80795824,0,1,4,3,4
62603897,0,1,2,1,4
90652803,0,1,4,0,0
114115113,1,1,5,1,1
134438519,1,1,1,3,4
88637394,0,1,2,3,1
57843315,0,1,1,1,1
97701698,0,1,1,3,3
112938311,1,1,5,2,3
2120923,0,1,2,1,1
117835170,0,1,0,1,1
17175521,0,1,1,3,1
19640858,0,1,4,4,3
19581999,0,1,5,4,4
61162561,0,1,3,2,2
40282906,0,1,1,2,0
64614030,0,1,1,2,5
44683766,0,1,4,3,4
113305568,1,1,5,1,3
103636959,1,1,1,3,1
89918216,0,1,4,1,2
19984096,0,1,4,1,1
131281998,1,1,4,0,0
1525511,0,1,1,3,2
1485361,0,1,4,2,0
27235324,0,1,5,2,4
50343267,0,1,1,2,2
15834893,0,1,1,3,1
109056742,1,1,1,3,2
124382480,1,1,2,1,3
13178504,0,1,3,4,3
28352963,0,1,4,1,5
136613109,1,1,3,1,4
59247271,0,1,0,2,3
12998932,0,1,4,3,4
126205267,1,1,2,3,3
45642765,0,1,0,4,3
21790996,0,1,1,3,3
70664970,0,1,1,4,5
2745737,0,1,4,3,4
35087975,0,1,3,2,4
43349674,0,1,4,2,2
67865490,0,1,2,3,1
140372438,1,1,5,1,1
23316310,0,1,2,2,2
47136810,0,1,1,2,4
40081301,0,1,5,0,4
86900115,0,1,4,2,4
29511444,0,1,5,3,3
42089925,0,1,4,3,1
49646570,0,1,4,0,1
81220081,0,1,4,0,0
50323186,0,1,1,4,0
16921029,0,1,5,1,5
93639504,0,1,3,3,1
13088520,0,1,2,0,0
116223148,1,1,1,1,1
86800877,0,1,5,4,2
86107124,0,1,4,3,1
76740501,0,1,4,3,4
120594609,1,1,1,1,5
38538148,0,1,4,4,0
120839939,1,1,2,3,5
93867217,0,1,3,4,2
29420856,0,1,1,0,3
100024529,1,1,0,2,2
130011402,1,1,0,0,3
29197258,0,1,4,1,4
95448497,0,1,0,1,2
130201914,1,1,1,2,5
36932158,0,1,4,2,4
130000301,1,1,1,0,4
27964788,0,1,3,2,1
64699430,0,1,4,3,1
130765659,1,1,3,3,4
56376570,0,1,2,3,3
99512654,0,1,0,2,0
125459343,1,1,2,3,1
94616165,0,1,2,3,3
85081309,0,1,4,1,3
129082819,1,1,4,0,0
141323792,1,1,3,0,2
55219760,0,1,1,3,3
102418389,1,1,0,1,4
13327410,0,1,1,1,1
70237977,0,1,0,4,5
34997471,0,1,2,4,4
82295636,0,1,4,2,1
36808723,0,1,1,1,1
103274179,1,1,1,0,3
89391097,0,1,3,2,3
104321764,1,1,1,4,3
23130998,0,1,4,2,5
914729,0,1,3,3,0
60051601,0,1,4,2,3
27845176,0,1,3,4,4
814199,0,1,3,3,5
71721640,0,1,0,1,3
31994149,0,1,3,3,2
70873173,0,1,4,2,3
107997857,1,1,2,0,4
9829940,0,1,4,0,3
135157689,1,1,1,1,4
35324602,0,1,0,3,2
70730514,0,1,1,1,3
127712668,1,1,1,2,3
140423268,1,1,3,3,2
89183161,0,1,4,4,3
119957219,1,1,0,1,5
66145288,0,1,2,0,1
64743108,0,1,2,1,3
63351357,0,1,5,3,3
139892587,1,1,5,0,4
12628544,0,1,3,2,3
25896264,0,1,1,0,4
129308119,1,1,5,3,5
25831491,0,1,1,1,3
2256395,0,1,2,4,4
134352095,1,1,0,1,0
50242093,0,1,1,4,3
48304965,0,1,3,1,1
78074373,0,1,2,3,2
138324819,1,1,4,3,3
66440228,0,1,1,2,1
42479497,0,1,2,1,4
46840769,0,1,5,1,0
12636431,0,1,3,3,5
18793421,0,1,4,2,4
19353465,0,1,5,3,3
3567524,0,1,5,3,1
33054630,0,1,0,1,1
53933746,0,1,3,1,1
102033644,1,1,2,0,1
99393465,1,1,2,2,3
126328224,1,1,4,0,0
101361390,1,1,4,3,5
74534491,0,1,5,1,2
26857882,0,1,4,3,5
87234675,0,1,5,2,3
132048401,1,1,3,4,2
115590327,0,1,3,4,1
109226434,1,1,1,4,2
85164456,0,1,4,1,0
43855246,0,1,2,1,5
59167469,0,1,1,3,1
72777949,0,1,0,3,4
57105532,0,1,3,3,3
103582986,1,1,0,3,1
33356728,0,1,5,2,3
63339028,0,1,2,1,3
94308406,0,1,1,3,4
98607707,1,1,3,3,3
5187945,0,1,4,2,0
89813223,0,1,4,4,2
126940947,1,1,2,0,4
115304753,1,1,1,3,3
136347831,1,1,3,2,5
52448630,0,1,4,1,3
54771046,0,1,5,2,0
45133531,0,1,4,2,1
51473167,0,1,4,3,4
75892415,0,1,4,4,5
82532353,0,1,2,3,3
107604892,1,1,2,4,5
138301582,1,1,4,3,3
104411157,0,1,1,4,0
77258315,0,1,2,3,1
103610059,1,1,1,0,4
81542356,0,1,1,0,0
19340590,0,1,5,3,1
56790163,0,1,3,4,5
16017921,0,1,4,2,2
24658436,0,1,4,3,1
95247029,0,1,1,3,4
115374204,1,1,4,3,1
111820958,0,1,2,1,1
11431275,0,1,4,3,0
90980691,0,1,2,3,2
26768217,0,1,2,0,2
122231018,1,1,2,2,3
97126088,0,1,1,3,3
2695854,0,1,1,2,5
52589143,0,1,2,2,0
82384961,0,1,4,0,2
59688022,0,1,0,2,5
48505064,0,1,2,3,1
106025785,1,1,4,2,4
32684812,0,1,3,3,2
74926183,0,1,4,2,0
116601750,1,1,4,2,1
32432926,0,1,5,3,3
44976866,0,1,1,4,2
24029586,0,1,2,3,3
102168278,1,1,3,3,2
48425797,0,1,0,0,2
57685274,0,1,1,3,4
35758737,0,1,4,2,2
99027668,0,1,3,3,3
112628188,0,1,0,2,4
43858783,0,1,2,2,4
27612624,0,1,1,3,4
131719920,1,1,4,1,0
131743040,1,1,2,2,3
117419378,1,1,1,2,1
120609448,1,1,2,3,5
139199517,1,1,5,2,1
77868658,0,1,0,1,4
13658397,0,1,1,3,3
90539396,0,1,5,4,2
21984163,0,1,2,2,4
18318788,0,1,4,1,2
126024699,1,1,1,3,2
5586064,0,1,5,4,2
96583102,0,1,1,3,3
115275150,1,1,4,3,4
48420009,0,1,4,1,4
113367173,1,1,4,3,4
11142295,0,1,2,2,2
79266183,0,1,4,4,2
29601369,0,1,4,2,1
135565094,1,1,3,1,1
116763688,1,1,4,4,0
38659327,0,1,0,2,1
68259655,0,1,2,3,1
28104706,0,1,3,1,1
43953561,0,1,2,0,0
26908458,0,1,1,1,2
95847735,0,1,4,4,4
136514003,1,1,1,3,5
117554302,0,1,5,4,1
28116055,0,1,5,1,3
80808868,0,1,2,0,4
43857558,0,1,1,1,0
131932310,1,1,3,2,1
59894542,0,1,2,1,3
28962754,0,1,1,0,1
30817416,0,1,1,1,3
102049484,0,1,2,3,2
26228110,0,1,1,4,1
2183798,0,1,2,2,0
46830856,0,1,1,3,0
38673719,0,1,1,1,0
31850208,0,1,3,3,3
87413989,0,1,5,1,1
77032998,0,1,3,3,2
85497599,0,1,4,2,3
62393322,0,1,4,3,4
74163297,0,1,3,4,2
65995748,0,1,3,2,5
123751545,1,1,1,1,0
140777465,1,1,1,1,2
138266735,1,1,1,2,2
44224665,0,1,0,3,2
137690090,1,1,1,2,0
17374737,0,1,1,1,1
90033831,0,1,1,3,5
10765825,0,1,4,0,1
16112876,0,1,2,1,2
87401754,0,1,2,0,4
108382766,1,1,4,1,2
45660059,0,1,4,2,4
130461388,1,1,5,1,5
22424853,0,1,2,4,2
111213707,0,1,3,3,1
134866422,1,1,4,2,4
16918270,0,1,2,0,3
23757860,0,1,4,2,4
21397909,0,1,4,1,2
5255076,0,1,0,3,2
138118243,1,1,3,3,0
97778243,1,1,3,1,1
41286340,0,1,1,2,2
102629009,1,1,4,0,2
40348089,0,1,4,1,1
39619583,0,1,0,3,1
92010623,0,1,4,0,3
81964751,0,1,3,2,2
99199943,1,1,2,0,3
59567091,0,1,4,3,4
73851874,0,1,5,1,3
70138205,0,1,2,2,3
18009500,0,1,3,3,2
2364046,0,1,0,3,4
129157768,1,1,3,2,2
73407945,0,1,0,2,1
118779051,1,1,2,3,0
114726208,1,1,0,3,2
15381495,0,1,5,0,4
69050200,0,1,4,1,4
135934881,1,1,4,1,3
20288940,0,1,0,4,3
11361547,0,1,2,0,3
128090856,1,1,3,3,4
34611680,0,1,2,0,5
