user_id,item_id,behavior_type,item_category,revenue
9524175,1646914,1,9053,0
34305614,1649070,1,3628,0
100234220,1656290,1,8854,0
30071480,1661779,1,10894,0
36233277,1665195,2,5399,0
142120051,1666074,1,6255,0
48809451,1668873,1,11376,0
51098608,1669172,1,13193,0
18728199,1669182,1,5503,0
66850651,1669373,3,3673,0
58874603,1669373,1,3673,0
4082863,1672659,1,5395,0
22992522,1676560,1,3783,0
140661231,1679815,1,5894,0
88691490,1680338,1,1838,0
93050081,1682995,1,5399,0
18375113,1684085,1,9559,0
73349802,1692092,1,6792,0
26857141,1706424,1,9261,0
80057429,1707015,1,552,0
36339188,1712026,1,4753,0
71208218,1712168,1,11047,0
4082863,1715907,1,5395,0
125823342,1719385,1,5232,0
105454547,1720408,1,12388,0
45743550,1720408,1,12388,0
29285910,1720408,1,12388,0
48677702,1721484,1,7440,0
15511710,1729018,1,2825,0
70222678,1730631,1,11652,0
26908458,1744781,1,1083,0
43288343,1745981,1,1308,0
68723589,1752440,1,1121,0
108770715,1752440,1,1121,0
45966877,1752440,1,1121,0
124793990,1754444,1,881,0
40211203,1758370,4,8010,101.2020017
6346697,1760224,1,2993,0
5358079,1763166,1,5027,0
93687523,1763166,1,5027,0
50672934,1770455,1,8877,0
90194475,1772145,1,13863,0
121687827,1775863,1,5027,0
109059873,1790282,1,9517,0
74752035,1793102,1,2050,0
133089485,1797431,1,10520,0
67898761,1806119,2,13515,0
109562333,1806119,1,13515,0
116049086,1824349,1,4676,0
48236976,1824608,1,4370,0
122430841,1848881,1,11241,0
65995748,1858531,1,5232,0
54003632,1870850,1,3687,0
53560831,1870850,1,3687,0
2097413,1872100,1,2513,0
100326985,1872516,1,4116,0
108382766,1875625,1,9762,0
37338448,1895267,1,10049,0
28116055,1902202,1,5894,0
123842164,1911136,1,6977,0
117961451,1921816,1,1863,0
75251738,1927499,1,5399,0
136496700,1931627,1,4747,0
34553782,1933853,3,7957,0
41211181,1941465,1,11279,0
10297132,1944870,1,13230,0
91301440,1945585,1,10015,0
10980798,1949221,1,6724,0
91339068,1953150,1,11756,0
91950454,1958532,1,11256,0
88110636,1959238,1,6054,0
130260577,1976608,1,3662,0
65645933,1980905,1,5027,0
79492036,1989324,1,13230,0
48445034,1996824,3,11245,0
118356281,1997750,1,13288,0
28252122,1999621,1,1958,0
19524440,2006812,1,2883,0
137204928,2008644,1,5894,0
11758356,2009129,1,8254,0
71714329,2020306,1,3960,0
13684026,2022739,1,552,0
26938449,2027129,1,10894,0
12731267,2027463,1,7876,0
25477392,2028658,1,12170,0
93745270,2031645,1,13092,0
122823587,2035864,1,5894,0
28352963,2039039,1,10456,0
107471039,2041485,1,9789,0
49871598,2051958,1,5115,0
130270245,2054197,1,432,0
83688949,2054529,1,10533,0
112891397,2061607,1,14079,0
130806899,2067871,1,446,0
60724505,2079621,1,1877,0
111144279,2080354,1,1121,0
59921221,2086430,1,5503,0
59921221,2086430,1,5503,0
77339861,2088434,1,10894,0
39789593,2095382,1,8300,0
89426847,2107589,1,6744,0
49893764,2107808,2,10894,0
122079464,2114764,1,5388,0
84556930,2115703,1,13288,0
42447641,2116799,1,9247,0
17785864,2124226,1,989,0
78587720,2135753,1,2513,0
135454126,2137500,1,5395,0
133922654,2142485,1,1421,0
112976136,2147158,1,3660,0
4088842,2156021,1,3628,0
40831109,2156898,1,10894,0
80481728,2166377,1,12328,0
77443046,2170763,1,2953,0
87610115,2173300,1,8161,0
133425852,2176154,1,5271,0
81584249,2180554,1,6531,0
48677702,2187169,1,10961,0
57628198,2192334,1,5383,0
127619887,2194277,2,1524,0
39368828,2195422,3,11279,0
125823342,2196362,1,14079,0
131231135,2198328,1,5232,0
28252122,2202921,1,3673,0
25040950,2206719,1,5894,0
125871904,2209377,1,4329,0
65043683,2214625,1,11279,0
78044909,2214718,1,1863,0
94096435,2217535,1,6000,0
130806899,2217535,3,6000,0
46914246,2217535,1,6000,0
6212208,2217535,1,6000,0
138654093,2217535,1,6000,0
131344898,2217535,1,6000,0
24803803,2224074,1,8528,0
82320644,2224635,1,10533,0
132057506,2232889,1,10213,0
82756067,2233027,1,7014,0
118356281,2234793,1,2284,0
26857141,2238715,1,6513,0
26857141,2238715,1,6513,0
105397406,2244908,1,9412,0
943095,2245124,1,7606,0
141976720,2245124,1,7606,0
19282406,2246302,1,13152,0
59540963,2252023,1,5340,0
114253675,2254894,1,2786,0
43803932,2256089,1,989,0
100067745,2263649,1,11552,0
127112658,2267441,1,13926,0
47063673,2268142,1,13230,0
131283302,2270634,1,14079,0
71142425,2271303,1,2825,0
86770260,2278024,1,9205,0
87751423,2278753,1,2825,0
87751423,2278753,3,2825,0
25477392,2280095,1,5027,0
136342745,2282193,1,1863,0
68412184,2282734,1,3798,0
12039328,2286127,3,5399,0
137284530,2288470,1,4225,0
4361577,2307839,1,5894,0
53245132,2316804,1,13326,0
3662776,2330569,1,1198,0
54586263,2330617,1,11279,0
71223370,2333932,1,5027,0
131283302,2336605,1,1863,0
9900390,2341384,1,9598,0
103489606,2352123,1,11618,0
109823995,2353842,1,3064,0
7366396,2359148,1,13230,0
73730336,2359305,1,1863,0
46468680,2389917,1,13230,0
115834991,2397139,1,1863,0
120330409,2397622,1,11652,0
79678094,2401777,1,12470,0
9371856,2402605,1,12097,0
120078898,2402710,1,10236,0
12833799,2408439,1,1674,0
26622553,2411218,1,2490,0
26622553,2411218,1,2490,0
129583911,2433546,1,12090,0
107034437,2437517,1,11622,0
126555406,2443011,1,10155,0
112171699,2456500,1,10544,0
112171699,2456500,1,10544,0
106645011,2466203,1,3378,0
21085638,2466203,1,3378,0
49189810,2488141,1,6054,0
125255404,2488315,1,1032,0
59214580,2509513,1,1736,0
62603444,2520788,1,6513,0
109613455,2524907,1,3662,0
39413973,2535467,1,4116,0
138337202,2537958,1,13041,0
10026124,2552637,1,12090,0
38011304,2572216,1,10672,0
98154677,2584519,1,9053,0
142358910,2586470,1,4640,0
132379480,2586863,1,1990,0
117961451,2589003,1,7195,0
102281568,2591983,1,4296,0
99529968,2595938,1,5027,0
23165095,2598827,1,3156,0
93025063,2602353,1,11279,0
127168253,2602761,1,630,0
106025785,2605478,1,5232,0
71929773,2605841,1,5689,0
38782215,2606941,1,5894,0
29716977,2612916,1,12683,0
98798352,2615260,1,3783,0
110278377,2620471,1,6045,0
47548482,2622234,1,895,0
125309659,2623248,1,2825,0
78477282,2629383,4,8615,134.8446732
81608134,2640245,1,4269,0
122102339,2642943,1,3783,0
34798858,2642943,1,3783,0
47924940,2643164,1,12249,0
30511762,2644454,1,10894,0
136394248,2645863,1,3252,0
105181025,2646410,1,6000,0
111835944,2662137,1,231,0
114253675,2665913,1,9896,0
37485293,2671092,1,12658,0
85193905,2671144,1,5232,0
124992372,2674212,1,5894,0
56800934,2676417,4,5232,147.0432389
86804290,2677360,3,3064,0
37970818,2696510,1,4559,0
82960193,2702103,1,10894,0
87153634,2719951,1,8650,0
120777483,2723077,1,2993,0
62073731,2727121,1,2291,0
37405144,2741880,1,3381,0
43586684,2746350,1,2923,0
107487112,2758313,1,1863,0
99418963,2767242,1,13393,0
99418963,2767242,1,13393,0
19708378,2767420,1,437,0
74666201,2767902,1,3942,0
48270094,2779158,1,3431,0
11719180,2780382,1,11330,0
29429701,2781004,1,10135,0
33682194,2791631,1,6304,0
70656441,2796216,1,10431,0
7226947,2800966,1,5689,0
126784328,2805927,1,13230,0
13834060,2806236,1,1863,0
97073377,2813211,1,3064,0
123995552,2819188,1,6344,0
21669502,2834708,1,6794,0
74552997,2835032,1,3673,0
89426847,2842075,1,13041,0
34648649,2847239,1,12930,0
100632766,2854258,1,1488,0
77055357,2859286,1,3245,0
83813302,2859838,2,9503,0
74339956,2865205,1,5027,0
74339956,2865205,1,5027,0
74339956,2865205,1,5027,0
82905542,2865205,1,5027,0
83813302,2865973,1,13230,0
103499403,2867516,1,725,0
5066694,2876436,1,6226,0
5066694,2876436,1,6226,0
37218187,2878511,1,9576,0
132061340,2881780,1,10242,0
109560964,2891049,1,13500,0
7223825,2891049,1,13500,0
21875488,2897802,1,11652,0
119725932,2904282,1,4296,0
19388858,2904282,1,4296,0
19282406,2912637,1,6513,0
73455580,2935803,1,12819,0
51492142,2937670,1,6977,0
123450171,2939893,1,5027,0
49848032,2940178,1,5399,0
33674599,2941816,1,3662,0
54025878,2943233,1,10533,0
16066732,2947918,1,13926,0
59705015,2951746,1,5127,0
83954147,2959524,1,5027,0
43051852,2959524,1,5027,0
128992470,2961704,1,1385,0
46313814,2973233,1,4008,0
87983348,2984713,1,3472,0
104569658,2988958,1,3628,0
71514585,3002007,1,6512,0
41037826,3002007,1,6512,0
130946866,3006513,1,5894,0
141578499,3014912,1,9569,0
51435164,3018690,1,5894,0
40167124,3019004,1,4747,0
55141244,3021175,1,13230,0
103133076,3022127,1,5273,0
83764719,3025312,1,5027,0
4364079,3034000,1,501,0
65645933,3037040,1,10533,0
3731463,3043186,1,6513,0
138737144,3050189,1,12279,0
103585097,3063523,1,12630,0
59831058,3075262,1,5065,0
117903708,3076813,1,11685,0
127097520,3079517,1,8179,0
66866811,3090384,1,7876,0
116059925,3095572,1,5689,0
84949737,3097519,1,5951,0
116851361,3104400,1,5894,0
119531521,3104923,1,3975,0
77868658,3105635,1,5894,0
36703106,3106849,1,5689,0
140759237,3113129,1,6744,0
75251738,3113345,1,9516,0
126551956,3127675,1,6054,0
83813302,3138655,1,1863,0
36233277,3143628,1,5689,0
29601369,3146006,1,13892,0
134556226,3156277,3,1863,0
9573620,3156277,1,1863,0
68983870,3159108,1,4310,0
88079688,3160844,1,9516,0
88079688,3160844,1,9516,0
25166877,3167054,1,10015,0
114253675,3167619,1,1863,0
71238931,3173501,1,10392,0
126157375,3178783,1,3424,0
117961451,3184412,1,9720,0
69383475,3197344,1,5201,0
73574022,3205357,1,9396,0
62639453,3220807,1,5894,0
142126535,3226730,1,6689,0
140452690,3229253,1,5271,0
120329032,3230718,2,10567,0
52844100,3232602,1,2883,0
116936810,3240584,1,11475,0
1673252,3246171,1,1183,0
74952849,3246978,1,5503,0
36738292,3251493,1,8254,0
4725269,3252827,1,13230,0
4364079,3262371,1,10242,0
9835014,3262469,1,13230,0
47038183,3268913,1,1863,0
128120137,3271442,1,6512,0
19335772,3278108,1,6513,0
56797391,3282363,1,12141,0
75981766,3282722,1,10392,0
26509398,3293689,1,363,0
91109694,3303676,1,6344,0
65645933,3319375,1,5027,0
5189513,3321965,1,3628,0
113960,3323871,1,4179,0
57618932,3328497,1,5894,0
7234861,3343571,1,2153,0
9639120,3349931,1,5271,0
15944310,3350865,1,8445,0
11731068,3354504,1,10533,0
36457777,3355661,1,10412,0
54052732,3359772,1,7766,0
5938241,3362294,1,4676,0
132368806,3376926,1,3064,0
60032762,3379783,1,13230,0
51455170,3390148,1,11376,0
32927277,3405718,1,552,0
74552997,3415571,1,446,0
14735918,3427457,1,3064,0
22555846,3432626,1,989,0
8205078,3437702,1,1488,0
80699349,3438970,1,7939,0
21355438,3443923,1,11327,0
20786149,3448285,1,11652,0
105425480,3449467,1,13186,0
54725247,3455733,1,805,0
23860674,3457739,1,7534,0
22577104,3471070,1,11652,0
137345401,3479710,1,5399,0
73278658,3484149,1,3862,0
109698871,3487139,1,4190,0
115374204,3496172,1,9396,0
136496700,3500476,1,3015,0
2502524,3502311,1,6744,0
17677320,3510594,1,583,0
132203237,3515581,1,6513,0
2227874,3516171,1,11279,0
139637127,3516802,1,12468,0
19708378,3519691,1,10010,0
84645009,3530816,1,9179,0
11758356,3531551,1,13783,0
142450275,3538419,1,6226,0
51455170,3553335,1,5822,0
117003325,3554921,1,9829,0
8443684,3556046,1,10049,0
109084676,3557419,1,13727,0
74952849,3566256,1,9261,0
86523709,3566391,1,3381,0
37485293,3568305,1,9516,0
132347980,3568305,1,9516,0
100234220,3582006,1,1310,0
18869716,3582988,1,13288,0
100326985,3590548,1,5727,0
73042603,3594869,1,11756,0
130576689,3599676,1,12189,0
139475729,3609843,3,3064,0
99674599,3617448,1,2147,0
24698599,3620736,1,11376,0
23362360,3629863,1,13712,0
34553782,3638531,1,10392,0
77339861,3640858,1,13230,0
29524082,3646029,1,10392,0
77237799,3650887,1,11991,0
24062806,3651184,1,3381,0
22779974,3655564,1,11270,0
77150532,3662827,1,6431,0
99059817,3666453,4,11894,113.6369354
100757305,3694149,1,4269,0
43072618,3710767,1,3628,0
4364079,3728883,2,1308,0
87658501,3731750,1,12551,0
132203237,3737246,1,5388,0
94044468,3752677,1,6054,0
6452476,3762700,1,5027,0
7197108,3780209,1,5894,0
83813302,3780209,1,5894,0
55605483,3780510,1,2993,0
20093296,3790718,1,4869,0
140546553,3791072,1,3892,0
134073831,3793970,1,1838,0
22125304,3794276,1,4537,0
34662425,3801139,1,8681,0
51926941,3801779,1,2939,0
84281743,3807646,1,12488,0
64699430,3817160,1,13230,0
82628240,3819066,1,2831,0
114650712,3821073,1,3222,0
28972250,3821485,1,8095,0
78477282,3830163,1,13230,0
75321867,3836518,1,5399,0
104164603,3838474,1,6717,0
114930910,3843286,1,2825,0
17635361,3848667,1,5027,0
3945782,3853644,1,11991,0
5201714,3863065,1,6344,0
39395202,3869167,1,10894,0
60890401,3882146,1,1863,0
81322348,3882146,1,1863,0
104683710,3892822,1,3064,0
75419895,3892822,1,3064,0
128914790,3893390,1,13042,0
70012916,3898020,1,11824,0
126883251,3904818,1,12345,0
97291358,3923866,1,12973,0
110844468,3928377,1,13500,0
71238931,3936583,2,9541,0
5938241,3944198,1,3176,0
5938241,3944198,3,3176,0
2364046,3952381,1,5513,0
95395131,3965578,1,1564,0
119725932,3965694,1,2953,0
74873040,3972127,1,6513,0
34830417,3976221,1,11089,0
69428014,3978709,1,13230,0
80378029,3994023,1,3381,0
104541497,4000475,1,10703,0
130134707,4002660,1,13381,0
140990654,4023621,1,11824,0
91496013,4026705,1,13230,0
68002440,4040892,1,13230,0
59567091,4047391,1,1863,0
111236021,4048966,1,7440,0
85862488,4057903,1,8561,0
85862488,4057903,1,8561,0
104683710,4064778,1,10740,0
134556226,4067330,3,9247,0
54554843,4071982,1,9179,0
61628772,4072514,1,3783,0
116324656,4076586,1,1860,0
45649071,4080285,1,14079,0
65087297,4080574,1,3064,0
16911051,4088788,1,4676,0
40586226,4092842,1,4602,0
130576689,4105361,1,11824,0
3442818,4106013,1,9261,0
32681100,4106883,1,1863,0
74752035,4120799,1,9622,0
80089562,4133587,1,1303,0
142081324,4136791,1,5027,0
137120980,4137000,1,4370,0
126685028,4141168,1,8047,0
56892801,4142953,1,12100,0
24313362,4147686,1,6513,0
50349864,4150667,1,11311,0
138749285,4155008,1,13080,0
34318191,4155737,1,7250,0
111124413,4157531,1,3099,0
133296696,4166817,1,6255,0
134512473,4169334,1,3942,0
66686285,4184518,1,11914,0
34403746,4184833,1,7572,0
26917106,4184985,1,292,0
120212107,4188408,1,10063,0
141582467,4210607,1,12570,0
111173414,4212650,3,14079,0
110058496,4220227,1,3544,0
105871343,4221426,1,2825,0
49847741,4224190,1,3783,0
59831058,4225634,1,6417,0
59831058,4225634,1,6417,0
79927411,4233843,1,3673,0
7591,4249474,1,874,0
66150030,4251700,1,3723,0
69246472,4252255,1,3628,0
73034210,4254715,1,7572,0
30100119,4268492,1,989,0
128039265,4268492,1,989,0
79681819,4277919,1,1863,0
38968550,4277956,1,5271,0
108748058,4284882,1,11824,0
80415557,4285329,1,3381,0
1022699,4290699,1,7350,0
23838725,4292024,3,3252,0
73349802,4292728,1,3662,0
128055612,4293018,1,7440,0
67508764,4307237,1,6648,0
26857141,4308644,1,10894,0
56892801,4316814,1,11802,0
100159569,4318481,1,5444,0
127641845,4321143,1,9247,0
23847626,4321143,1,9247,0
113127968,4326641,1,3798,0
78324634,4333631,1,7767,0
116049086,4343091,1,5556,0
129265493,4347295,1,5232,0
96042606,4348039,1,14079,0
131303989,4351818,1,8985,0
26857141,4354167,1,5399,0
71238931,4356404,1,9397,0
103728744,4361011,1,5894,0
89647768,4362354,1,13230,0
89647768,4362354,1,13230,0
20997825,4366574,1,12147,0
69599332,4370385,1,13230,0
72651215,4375234,4,8099,111.874104
122338823,4377869,3,12345,0
87475354,4385430,1,12421,0
104613070,4386604,1,874,0
83052065,4387361,1,5027,0
85822276,4388913,1,5395,0
109048285,4395521,1,9637,0
19708378,4402185,1,1121,0
135845099,4407058,1,1396,0
21562611,4407578,1,11499,0
19723169,4423017,1,10392,0
7197108,4438232,1,6513,0
38010001,4440562,1,874,0
23367131,4448049,1,12221,0
73918597,4460098,1,5800,0
136342745,4473124,1,6513,0
131637785,4478531,1,9412,0
46312993,4485981,1,7957,0
10020755,4486449,1,12326,0
142181816,4494480,1,12345,0
75321867,4495818,1,9693,0
140423268,4496745,1,1370,0
31190628,4503568,1,6255,0
20786149,4509562,1,6344,0
39526193,4515655,1,7440,0
108952067,4516178,1,1121,0
114341373,4528014,2,6513,0
123842164,4552093,1,8877,0
4361577,4555480,1,9516,0
97255009,4560707,1,1477,0
13096088,4564568,1,10961,0
135321413,4565055,1,3424,0
114810344,4567115,1,552,0
41745786,4572142,1,1029,0
87658501,4572805,2,5027,0
98669047,4575167,1,5214,0
45649071,4575189,1,12855,0
133849127,4584479,1,2825,0
47710892,4587002,1,9053,0
87990594,4608422,1,6000,0
80954170,4617101,1,9412,0
88884665,4619428,1,10975,0
60815533,4633283,1,12170,0
17029867,4633283,1,12170,0
27626311,4640439,1,10223,0
132125936,4641740,1,8724,0
123848007,4643417,1,10661,0
122388121,4644259,1,2825,0
71514585,4662176,1,12740,0
19708378,4667460,1,12626,0
98238017,4669005,1,7572,0
82259162,4669005,4,7572,62.74931173
43472060,4672044,1,14079,0
56462249,4684253,1,7767,0
119318284,4686324,1,6000,0
32541073,4686324,1,6000,0
37545822,4686324,1,6000,0
55192254,4697446,1,874,0
114211505,4703068,1,6344,0
67743134,4710828,1,5932,0
76073975,4721431,1,1083,0
72638271,4724693,1,11279,0
139750127,4724846,1,9614,0
109856189,4727778,2,9247,0
112673625,4739879,1,8967,0
123848007,4746523,1,9516,0
124142179,4749728,1,3321,0
41979181,4754714,1,3464,0
47630700,4762145,1,12326,0
21332019,4779939,1,2513,0
501286,4790361,1,8099,0
74593955,4795090,1,9517,0
127698085,4795277,1,8234,0
26857141,4799495,1,10392,0
14144843,4800719,1,1121,0
70889190,4804726,1,4931,0
51926941,4804728,1,110,0
61570016,4814213,1,10532,0
87119704,4826248,1,5027,0
115343862,4829323,1,5503,0
116324656,4833598,1,10894,0
99228290,4835373,1,3381,0
95386873,4839466,4,1159,203.8333009
92098413,4846955,1,12615,0
9219164,4867612,1,10472,0
4053567,4867651,1,895,0
4053567,4873275,2,1750,0
139030112,4884621,1,11652,0
54476739,4885649,1,11602,0
95535997,4890115,1,13416,0
139124962,4890456,1,10722,0
127429787,4895828,1,1488,0
74285031,4899214,1,10661,0
4110672,4910446,1,5027,0
29383294,4911346,1,9752,0
119653720,4915196,1,2513,0
